country,city,zone,month,year,date,w_supplied,total_consumption,metered,ww_capacity,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,complaints,resolved,complaint_resolution,sewer_connections,public_toilets,workforce,f_workforce,hh_emptied,fs_treated,fs_reused,ww_collected,ww_treated,ww_reused,households
cameroon,Yaounde,Yaounde 5,3,2023,Mar 2023,241414,543661,50503,57563,100,150,80,114,78,100,443,386,11,2143,25,24,10,6418,188794,144789,74307,45907,35879,37460
cameroon,Yaounde,Yaounde 5,4,2023,Apr 2023,229026,497059,41193,11270,100,150,97,133,91,129,668,604,11,2143,25,24,14,6749,102466,79405,14572,9202,6926,37460
cameroon,Yaounde,Yaounde 5,5,2023,May 2023,108810,222529,42400,34383,150,100,147,77,128,68,298,294,11,2143,28,25,13,7371,110635,81411,39979,27376,16347,37460
cameroon,Yaounde,Yaounde 5,6,2023,Jun 2023,128574,285098,53434,57211,200,100,157,91,150,83,429,422,11,2143,28,24,11,9201,122283,75357,77524,44131,35164,37460
cameroon,Yaounde,Yaounde 5,7,2023,Jul 2023,324550,653466,44007,48880,200,100,177,92,161,91,787,704,11,2143,25,25,12,3973,153702,98548,56280,39425,20653,37460
cameroon,Yaounde,Yaounde 5,8,2023,Aug 2023,400996,888776,52102,29979,150,150,148,110,147,106,400,362,11,2143,26,24,13,5242,110153,84609,35533,24533,16267,37460
cameroon,Yaounde,Yaounde 5,9,2023,Sep 2023,297538,603159,41766,27527,100,150,72,133,59,113,378,363,11,2143,25,26,12,4688,166589,111594,31850,22206,17174,37460
cameroon,Yaounde,Yaounde 5,10,2023,Oct 2023,281677,621065,39355,11047,150,150,120,122,108,106,299,275,11,2143,27,24,10,5416,24950,17772,16885,8517,6080,37460
cameroon,Yaounde,Yaounde 5,11,2023,Nov 2023,141813,286143,45430,56446,200,150,165,144,158,135,598,531,11,2143,26,23,11,9186,195085,143937,84043,45278,34347,37460
cameroon,Yaounde,Yaounde 5,12,2023,Dec 2023,384911,849782,39061,49922,200,100,192,96,174,85,514,416,11,2143,26,24,14,4971,92522,64194,68105,39054,28172,37460
cameroon,Yaounde,Yaounde 6,1,2023,Jan 2023,235243,510735,77403,57547,200,100,168,95,162,91,261,258,11,4048,62,45,6,9112,54254,37265,65857,45125,26454,70579
cameroon,Yaounde,Yaounde 6,2,2023,Feb 2023,102462,214533,69536,47244,100,100,95,79,82,77,776,756,11,4048,62,45,7,7092,66331,41967,75295,38421,27533,70579
cameroon,Yaounde,Yaounde 6,3,2023,Mar 2023,291771,590590,81478,74575,100,100,97,80,93,64,443,386,11,4048,62,44,9,7801,156733,119666,74359,58022,37893,70579
cameroon,Yaounde,Yaounde 6,4,2023,Apr 2023,281792,593563,68680,39222,100,150,83,119,82,107,668,604,11,4048,66,43,7,10414,146088,95270,42432,32004,25456,70579
cameroon,Yaounde,Yaounde 6,5,2023,May 2023,186945,389812,67337,69957,150,100,134,84,114,73,298,294,11,4048,63,43,5,9473,172412,124324,71569,56441,43760,70579
cameroon,Yaounde,Yaounde 6,6,2023,Jun 2023,188428,410753,70011,56973,100,200,94,162,94,151,429,422,11,4048,61,46,7,7323,57035,41293,89051,47199,31484,70579
cameroon,Yaounde,Yaounde 6,7,2023,Jul 2023,465908,975624,73745,36884,100,200,88,160,81,142,787,704,11,4048,64,46,7,16154,71104,45000,46376,29676,14847,70579
cameroon,Yaounde,Yaounde 6,8,2023,Aug 2023,314051,753271,94719,59053,150,150,111,126,104,123,400,362,11,4048,62,46,5,9370,98520,71328,64873,47656,27683,70579
cameroon,Yaounde,Yaounde 6,9,2023,Sep 2023,232802,478795,72743,65162,200,150,170,116,166,100,378,363,11,4048,65,44,8,11850,183876,130135,84597,51890,30106,70579
cameroon,Yaounde,Yaounde 6,10,2023,Oct 2023,438337,940555,65846,24737,200,150,177,125,161,122,299,275,11,4048,64,44,6,9230,130688,90370,30368,19820,15431,70579
cameroon,Yaounde,Yaounde 6,11,2023,Nov 2023,372915,893105,71048,49035,150,150,124,108,116,88,598,531,11,4048,66,43,5,7185,78524,52557,71287,39443,26540,70579
cameroon,Yaounde,Yaounde 6,12,2023,Dec 2023,229475,493536,89345,32951,200,100,190,85,183,79,514,416,11,4048,62,46,8,12961,7917,6236,41380,25368,15433,70579
cameroon,Yaounde,Yaounde 7,1,2023,Jan 2023,136343,277460,41822,60467,150,200,147,143,120,143,261,258,11,2649,68,23,9,3995,47644,33160,79120,49026,34286,39280
cameroon,Yaounde,Yaounde 7,2,2023,Feb 2023,155977,323440,30237,69889,200,100,163,96,145,87,776,756,11,2649,67,20,12,4281,185693,131762,94288,58091,44993,39280
cameroon,Yaounde,Yaounde 7,3,2023,Mar 2023,191431,462736,35436,54114,100,100,97,86,95,80,443,386,11,2649,67,23,12,5771,38183,22967,82990,44468,29939,39280
cameroon,Yaounde,Yaounde 7,4,2023,Apr 2023,371576,805135,43900,38088,200,100,173,73,155,72,668,604,11,2649,69,20,9,7172,7352,4555,54397,30878,19827,39280
cameroon,Yaounde,Yaounde 7,5,2023,May 2023,342503,785639,38666,56438,150,100,143,78,117,76,298,294,11,2649,66,20,8,4819,81260,64801,86335,45090,23469,39280
cameroon,Yaounde,Yaounde 7,6,2023,Jun 2023,331256,671566,39159,10950,200,200,166,144,163,128,429,422,11,2649,71,22,8,5755,94908,75020,10874,8554,6788,39280
cameroon,Yaounde,Yaounde 7,7,2023,Jul 2023,419091,912746,39237,50746,200,200,168,156,141,146,787,704,11,2649,66,22,10,7738,63503,47950,52331,41440,23619,39280
cameroon,Yaounde,Yaounde 7,8,2023,Aug 2023,132908,303051,37489,30615,150,100,109,86,89,72,400,362,11,2649,67,20,9,4345,91477,72313,37214,25115,15577,39280
cameroon,Yaounde,Yaounde 7,9,2023,Sep 2023,383111,814563,45063,87183,200,100,188,70,176,64,378,363,11,2649,66,23,10,4896,77688,62025,91769,72129,40712,39280
cameroon,Yaounde,Yaounde 7,10,2023,Oct 2023,247263,581590,40745,49321,100,200,88,144,75,131,299,275,11,2649,67,23,8,6696,22850,15868,60070,38229,29979,39280
cameroon,Yaounde,Yaounde 7,11,2023,Nov 2023,448723,1060682,36993,76319,200,150,148,116,130,94,598,531,11,2649,66,22,9,7334,108593,79895,94847,63240,43487,39280
cameroon,Yaounde,Yaounde 7,12,2023,Dec 2023,157517,368540,31132,61512,150,150,133,144,132,116,514,416,11,2649,69,22,9,7190,40427,25213,94299,51020,27872,39280
cameroon,Yaounde,Yaounde 1,1,2024,Jan 2024,302945,751854,342452,79185,100,150,72,131,64,123,372,310,12,19896,47,30,8,51656,183626,133980,82138,61487,48331,283499
cameroon,Yaounde,Yaounde 1,2,2024,Feb 2024,473217,1089238,328615,29376,150,100,137,86,130,72,314,296,12,19896,45,30,8,37951,19820,12258,46172,24345,16817,283499
cameroon,Yaounde,Yaounde 1,3,2024,Mar 2024,260217,647719,376093,12845,100,200,74,146,61,128,712,674,12,19896,42,29,11,57579,172479,132898,16476,10237,5779,283499
cameroon,Yaounde,Yaounde 1,4,2024,Apr 2024,128171,284034,355631,82537,100,200,75,168,74,140,250,235,12,19896,44,29,9,47161,41506,29220,95303,68567,40485,283499
cameroon,Yaounde,Yaounde 1,5,2024,May 2024,430815,936120,331723,69118,200,100,145,95,144,81,551,504,12,19896,43,31,10,47111,13175,9579,82681,53607,27760,283499
cameroon,Yaounde,Yaounde 1,6,2024,Jun 2024,496917,1163104,318196,100741,200,150,194,119,173,108,512,470,12,19896,44,31,9,36253,95399,58725,98995,77849,46814,283499
cameroon,Yaounde,Yaounde 1,7,2024,Jul 2024,303012,732489,321706,73942,150,100,107,97,106,94,331,320,12,19896,43,30,10,65549,175951,124108,97140,57189,29249,283499
cameroon,Yaounde,Yaounde 1,8,2024,Aug 2024,293358,704477,378650,65041,200,150,181,141,153,140,330,307,12,19896,46,31,7,67952,114182,68621,97919,53766,39492,283499
cameroon,Yaounde,Yaounde 1,9,2024,Sep 2024,163743,382975,376057,19246,200,100,167,78,151,75,434,426,12,19896,47,29,10,35710,9737,7485,23603,15690,11806,283499
cameroon,Yaounde,Yaounde 1,10,2024,Oct 2024,261495,601167,309740,41468,100,200,81,155,76,125,607,600,12,19896,47,30,8,57070,112761,72892,49209,33430,18461,283499
cameroon,Yaounde,Yaounde 1,11,2024,Nov 2024,419538,918510,368251,31867,100,150,98,113,97,103,771,695,12,19896,44,31,7,62681,131172,92892,34637,26507,14177,283499
cameroon,Yaounde,Yaounde 1,12,2024,Dec 2024,483811,1178039,336219,89624,200,100,140,89,130,73,412,376,12,19896,47,30,9,48471,51239,34856,95338,70322,47908,283499
cameroon,Yaounde,Yaounde 2,1,2024,Jan 2024,411455,865164,136607,16009,100,150,90,118,73,110,372,310,12,5358,34,35,6,20201,94588,65595,18731,12590,10015,118801
cameroon,Yaounde,Yaounde 2,2,2024,Feb 2024,195361,401195,128433,70764,200,200,155,150,143,120,314,296,12,5358,32,34,5,12065,48887,35035,72469,55650,37448,118801
cameroon,Yaounde,Yaounde 2,3,2024,Mar 2024,409485,824691,150272,40792,150,100,138,92,129,77,712,674,12,5358,36,34,5,12682,170008,118751,46741,31548,22831,118801
cameroon,Yaounde,Yaounde 2,4,2024,Apr 2024,131854,305107,165665,73540,150,100,106,89,98,88,250,235,12,5358,33,36,5,19003,61880,37413,88952,60785,38352,118801
cameroon,Yaounde,Yaounde 2,5,2024,May 2024,135164,299022,158460,75682,100,200,73,178,60,177,551,504,12,5358,35,33,7,12741,45906,32735,92882,60120,40533,118801
cameroon,Yaounde,Yaounde 2,6,2024,Jun 2024,152100,350708,122064,26677,100,150,75,141,68,125,512,470,12,5358,35,35,8,12691,86312,65194,37406,21149,12089,118801
cameroon,Yaounde,Yaounde 2,7,2024,Jul 2024,200425,492827,158502,39214,100,150,86,137,81,113,331,320,12,5358,37,34,7,13615,165406,101295,46462,31552,22776,118801
cameroon,Yaounde,Yaounde 2,8,2024,Aug 2024,200027,415107,143978,40541,100,200,85,175,75,156,330,307,12,5358,33,36,7,18795,128103,77821,57302,31648,23811,118801
cameroon,Yaounde,Yaounde 2,9,2024,Sep 2024,202416,496279,174145,23803,150,150,116,107,95,103,434,426,12,5358,36,35,7,22801,31382,20497,30979,18853,9827,118801
cameroon,Yaounde,Yaounde 2,10,2024,Oct 2024,437211,1034623,168368,13311,200,200,142,196,140,190,607,600,12,5358,32,36,9,28183,18073,12104,20720,10387,5534,118801
cameroon,Yaounde,Yaounde 2,11,2024,Nov 2024,301630,675613,121467,5173,150,200,149,160,139,153,771,695,12,5358,32,36,5,13283,7837,4913,7226,4040,2895,118801
cameroon,Yaounde,Yaounde 2,12,2024,Dec 2024,276065,673225,171309,63089,150,200,141,184,132,149,412,376,12,5358,32,35,9,20565,149573,93691,78892,48560,35396,118801
cameroon,Yaounde,Yaounde 3,1,2024,Jan 2024,378315,795052,113771,48935,100,100,87,89,82,87,372,310,12,4777,29,29,7,15187,53083,36924,74359,40114,21822,77017
cameroon,Yaounde,Yaounde 3,2,2024,Feb 2024,232856,573002,92400,30383,150,200,127,145,125,133,314,296,12,4777,29,30,6,16594,123794,98608,31697,24936,19002,77017
cameroon,Yaounde,Yaounde 3,3,2024,Mar 2024,122388,282689,106966,13284,150,150,123,147,104,119,712,674,12,4777,30,30,6,14681,86701,60317,13944,10838,7972,77017
cameroon,Yaounde,Yaounde 3,4,2024,Apr 2024,283076,630428,91523,84189,200,200,183,173,177,163,250,235,12,4777,26,30,7,7796,32537,25265,86953,67949,41692,77017
cameroon,Yaounde,Yaounde 3,5,2024,May 2024,137823,316625,93981,8651,150,100,129,79,105,78,551,504,12,4777,26,28,9,16020,15918,12014,10754,6997,4297,77017
cameroon,Yaounde,Yaounde 3,6,2024,Jun 2024,397648,869241,117355,8619,100,150,78,116,72,107,512,470,12,4777,26,30,9,16667,152730,121465,10524,6746,3876,77017
cameroon,Yaounde,Yaounde 3,7,2024,Jul 2024,173864,406345,113119,43365,150,200,109,153,89,132,331,320,12,4777,28,30,10,10481,71300,56851,69109,35558,24380,77017
cameroon,Yaounde,Yaounde 3,8,2024,Aug 2024,274658,669001,87997,90677,150,200,119,187,103,173,330,307,12,4777,26,31,10,8421,128042,81624,92588,72178,44666,77017
cameroon,Yaounde,Yaounde 3,9,2024,Sep 2024,139077,287783,92832,23426,200,200,173,199,161,195,434,426,12,4777,31,28,7,9572,177536,119237,35957,18314,13738,77017
cameroon,Yaounde,Yaounde 3,10,2024,Oct 2024,274788,656077,93116,89507,200,150,197,143,185,132,607,600,12,4777,28,28,6,13704,82860,53455,94578,70315,36606,77017
cameroon,Yaounde,Yaounde 3,11,2024,Nov 2024,301549,689613,94342,30182,100,200,75,163,64,148,771,695,12,4777,26,28,6,8180,94322,62586,45871,24611,15062,77017
cameroon,Yaounde,Yaounde 3,12,2024,Dec 2024,433690,940801,89274,24312,150,100,150,92,126,82,412,376,12,4777,27,28,9,11763,55152,37045,37279,18917,13041,77017
cameroon,Yaounde,Yaounde 4,1,2024,Jan 2024,435014,990459,160891,13422,100,200,79,195,73,193,372,310,12,5255,97,30,17,21316,99549,74384,14911,10776,5726,129360
cameroon,Yaounde,Yaounde 4,2,2024,Feb 2024,156767,355509,124412,62019,200,150,146,126,131,117,314,296,12,5255,99,30,15,17559,107078,71428,87583,50410,29285,129360
cameroon,Yaounde,Yaounde 4,3,2024,Mar 2024,251205,625693,150589,8575,200,200,154,166,146,152,712,674,12,5255,97,28,18,29643,126208,92597,10931,6627,4932,129360
cameroon,Yaounde,Yaounde 4,4,2024,Apr 2024,396516,802542,134837,27219,100,150,81,112,79,98,250,235,12,5255,99,27,15,16376,152472,91790,28884,22024,14990,129360
cameroon,Yaounde,Yaounde 4,5,2024,May 2024,395710,978815,141321,39223,200,200,180,197,163,195,551,504,12,5255,100,27,15,18384,117005,74827,45166,31013,16159,129360
cameroon,Yaounde,Yaounde 4,6,2024,Jun 2024,153865,341691,118518,26903,100,150,76,134,75,119,512,470,12,5255,100,28,15,24997,181216,120592,39479,21280,13187,129360
cameroon,Yaounde,Yaounde 4,7,2024,Jul 2024,272213,665938,111819,27353,150,200,125,189,122,188,331,320,12,5255,97,28,19,32223,109770,66275,32007,21538,15087,129360
cameroon,Yaounde,Yaounde 4,8,2024,Aug 2024,496856,1224672,140634,58397,150,150,150,131,142,107,330,307,12,5255,99,28,16,19962,133140,82672,73204,45650,26790,129360
cameroon,Yaounde,Yaounde 4,9,2024,Sep 2024,130816,298373,157384,38418,100,100,91,88,77,78,434,426,12,5255,95,28,15,16725,57532,37638,44046,31321,23386,129360
cameroon,Yaounde,Yaounde 4,10,2024,Oct 2024,193655,450495,149756,64322,150,150,121,113,100,90,607,600,12,5255,95,30,17,31107,163313,113209,87738,51415,31272,129360
cameroon,Yaounde,Yaounde 4,11,2024,Nov 2024,411591,953803,151480,9706,150,200,124,190,105,159,771,695,12,5255,97,28,19,18000,85348,62797,13310,8011,5958,129360
cameroon,Yaounde,Yaounde 4,12,2024,Dec 2024,139516,299594,160261,45986,200,100,161,99,133,91,412,376,12,5255,100,29,19,26866,61747,48546,47542,36387,27774,129360
cameroon,Yaounde,Yaounde 5,1,2024,Jan 2024,118890,279894,37228,26013,100,200,75,172,74,162,372,310,12,3195,83,25,11,7919,108766,82097,38355,20258,10658,40303
cameroon,Yaounde,Yaounde 5,2,2024,Feb 2024,298279,653204,52895,72021,200,100,195,83,182,72,314,296,12,3195,82,27,13,6785,117701,84255,80610,58407,36641,40303
cameroon,Yaounde,Yaounde 5,3,2024,Mar 2024,402021,981720,50369,61296,100,200,90,161,74,138,712,674,12,3195,81,25,13,9472,67287,47675,93798,47482,27257,40303
cameroon,Yaounde,Yaounde 5,4,2024,Apr 2024,307083,731006,42847,35043,150,200,110,164,105,153,250,235,12,3195,80,27,11,5900,93594,65981,37066,27245,17899,40303
cameroon,Yaounde,Yaounde 5,5,2024,May 2024,147477,351880,45840,19352,100,200,99,173,83,169,551,504,12,3195,79,26,14,4647,168525,127407,19340,14971,7507,40303
cameroon,Yaounde,Yaounde 5,6,2024,Jun 2024,477269,1060800,45071,55194,100,150,94,146,92,132,512,470,12,3195,80,25,13,8611,104019,68851,71720,45489,28241,40303
cameroon,Yaounde,Yaounde 5,7,2024,Jul 2024,314052,753286,52965,69911,200,150,178,107,150,103,331,320,12,3195,82,24,13,8099,87017,58721,89239,56821,34508,40303
cameroon,Yaounde,Yaounde 5,8,2024,Aug 2024,317485,773096,44392,20007,150,200,137,142,126,117,330,307,12,3195,78,24,13,4705,168163,115169,32032,16246,12197,40303
cameroon,Yaounde,Yaounde 5,9,2024,Sep 2024,438368,1006496,42397,7630,100,200,82,173,70,151,434,426,12,3195,81,24,14,5003,27086,17502,7623,5922,4203,40303
cameroon,Yaounde,Yaounde 5,10,2024,Oct 2024,367092,793034,46098,16516,200,150,143,141,132,125,607,600,12,3195,80,25,11,8695,163644,103901,18260,13219,10416,40303
cameroon,Yaounde,Yaounde 5,11,2024,Nov 2024,296645,719009,36506,72228,150,150,118,106,104,101,771,695,12,3195,82,24,13,4547,168863,108805,91964,59270,30404,40303
cameroon,Yaounde,Yaounde 5,12,2024,Dec 2024,107341,266886,41084,51681,200,100,149,79,139,75,412,376,12,3195,81,26,12,5308,89345,55331,59605,41878,25217,40303
cameroon,Yaounde,Yaounde 6,1,2024,Jan 2024,101293,223686,70854,44197,150,150,123,142,108,119,372,310,12,5561,70,24,16,9815,20143,15057,64849,34932,25654,72354
cameroon,Yaounde,Yaounde 6,2,2024,Feb 2024,283174,597214,97543,68766,200,200,181,191,173,156,314,296,12,5561,68,23,20,8873,167541,100649,84464,53301,41361,72354
cameroon,Yaounde,Yaounde 6,3,2024,Mar 2024,374713,843103,96139,48514,150,200,110,154,101,139,712,674,12,5561,70,25,19,9678,13511,10589,56290,38234,28677,72354
cameroon,Yaounde,Yaounde 6,4,2024,Apr 2024,304488,728889,67839,5207,100,100,81,87,75,71,250,235,12,5561,70,23,20,17963,171582,129555,6160,4131,2432,72354
cameroon,Yaounde,Yaounde 6,5,2024,May 2024,176172,435923,85999,32899,200,200,156,146,135,128,551,504,12,5561,68,24,16,8969,133400,103665,40461,26160,13136,72354
cameroon,Yaounde,Yaounde 6,6,2024,Jun 2024,353411,757389,76403,6881,150,100,107,91,96,80,512,470,12,5561,68,22,17,11196,79178,50471,9692,5655,3078,72354
cameroon,Yaounde,Yaounde 6,7,2024,Jul 2024,376518,880143,75152,74186,200,100,189,88,168,76,331,320,12,5561,66,24,20,13745,122936,86139,98782,61677,31430,72354
cameroon,Yaounde,Yaounde 6,8,2024,Aug 2024,389770,808652,77119,16352,200,100,171,97,148,95,330,307,12,5561,66,25,19,11543,59053,44236,26788,13592,10721,72354
cameroon,Yaounde,Yaounde 6,9,2024,Sep 2024,151426,313960,72154,46767,200,100,189,98,182,92,434,426,12,5561,69,22,18,13960,99835,62779,66985,37110,24246,72354
cameroon,Yaounde,Yaounde 6,10,2024,Oct 2024,469666,1072606,100242,23209,200,100,148,74,141,65,607,600,12,5561,67,22,19,16423,97253,66632,25986,18904,14299,72354
cameroon,Yaounde,Yaounde 6,11,2024,Nov 2024,351867,813385,81422,64912,200,100,144,77,128,67,771,695,12,5561,69,25,16,13460,151494,119801,95313,51973,29702,72354
cameroon,Yaounde,Yaounde 6,12,2024,Dec 2024,127260,255014,78968,37848,200,100,155,85,155,84,412,376,12,5561,66,24,17,9403,148992,118278,49444,30288,22387,72354
cameroon,Yaounde,Yaounde 7,1,2024,Jan 2024,297529,715252,34060,54658,100,200,74,181,67,154,372,310,12,3290,82,34,17,5123,184821,141968,60338,45102,35915,41617
cameroon,Yaounde,Yaounde 7,2,2024,Feb 2024,100968,208450,39597,53533,100,150,73,144,73,122,314,296,12,3290,78,34,19,9440,187628,119215,58341,44206,32012,41617
cameroon,Yaounde,Yaounde 7,3,2024,Mar 2024,492881,1038691,32975,31827,100,200,83,146,79,121,712,674,12,3290,78,33,20,9587,96145,58373,39233,24622,18886,41617
cameroon,Yaounde,Yaounde 7,4,2024,Apr 2024,369489,768100,32733,4647,200,100,180,100,162,84,250,235,12,3290,79,33,19,9331,59886,46001,6101,3753,2500,41617
cameroon,Yaounde,Yaounde 7,5,2024,May 2024,312293,738254,37359,28498,200,200,168,185,135,176,551,504,12,3290,79,33,20,9643,87846,54294,40655,23436,16177,41617
cameroon,Yaounde,Yaounde 7,6,2024,Jun 2024,483417,1042636,42242,56113,200,150,151,145,146,120,512,470,12,3290,81,34,16,9523,108201,82295,65003,44843,33356,41617
cameroon,Yaounde,Yaounde 7,7,2024,Jul 2024,312857,748351,39998,43039,150,100,106,79,104,67,331,320,12,3290,81,31,19,9366,122789,76869,46277,33313,19807,41617
cameroon,Yaounde,Yaounde 7,8,2024,Aug 2024,314881,777472,36188,33169,150,100,144,79,132,78,330,307,12,3290,80,34,20,7532,120310,75899,40032,26060,14878,41617
cameroon,Yaounde,Yaounde 7,9,2024,Sep 2024,389203,811598,38269,58777,100,200,79,154,68,128,434,426,12,3290,80,32,19,6096,39057,25537,64633,46201,36611,41617
cameroon,Yaounde,Yaounde 7,10,2024,Oct 2024,371815,926378,43428,46764,200,200,158,165,155,147,607,600,12,3290,77,32,20,6327,133365,102319,49654,38669,27529,41617
cameroon,Yaounde,Yaounde 7,11,2024,Nov 2024,272783,585477,35629,76963,100,100,74,98,69,88,771,695,12,3290,80,32,20,7663,45668,33031,82515,63308,46277,41617
cameroon,Yaounde,Yaounde 7,12,2024,Dec 2024,269767,632499,38412,16649,100,100,90,92,80,75,412,376,12,3290,78,32,17,4788,179913,113515,20780,13443,7475,41617
lesotho,Maseru,Maseru Urban Council,1,2020,Jan 2020,296057,603202,47822,43339,100,200,78,190,75,164,185,181,28,1060,34,17,4,10789,52770,31956,43212,34185,22230,48080
lesotho,Maseru,Maseru Urban Council,2,2020,Feb 2020,465472,1149182,62240,23967,150,100,109,82,106,80,228,217,28,1060,35,18,5,10599,52425,41946,32984,18468,11211,48080
lesotho,Maseru,Maseru Urban Council,3,2020,Mar 2020,305956,709574,54655,40964,100,100,88,90,76,81,249,240,28,1060,36,17,4,16137,114706,69475,59789,32105,23291,48080
lesotho,Maseru,Maseru Urban Council,4,2020,Apr 2020,138151,335859,61597,18911,200,200,162,152,138,143,437,420,28,1060,34,19,4,14516,105423,69766,26226,15386,9832,48080
lesotho,Maseru,Maseru Urban Council,5,2020,May 2020,219649,487431,52898,46560,150,200,113,182,110,176,378,329,28,1060,36,18,6,11616,39597,26409,54239,37031,28345,48080
lesotho,Maseru,Maseru Urban Council,6,2020,Jun 2020,206422,502109,46275,17337,150,200,145,155,123,128,215,214,28,1060,32,18,6,11823,27457,17759,24960,13875,7722,48080
lesotho,Maseru,Maseru Urban Council,7,2020,Jul 2020,494459,992157,48578,63460,150,100,131,81,125,80,183,175,28,1060,32,17,5,11529,82862,65315,65376,49082,30596,48080
lesotho,Maseru,Maseru Urban Council,8,2020,Aug 2020,224097,539414,42844,68604,100,150,89,109,85,107,323,281,28,1060,32,18,3,13348,158594,87464,79916,55696,27924,48080
lesotho,Maseru,Maseru Urban Council,9,2020,Sep 2020,266962,578016,41675,17356,100,150,91,107,90,91,241,208,28,1060,37,19,5,10114,127098,84312,18207,13398,6721,48080
lesotho,Maseru,Maseru Urban Council,10,2020,Oct 2020,279372,576634,46422,30405,200,200,145,151,125,134,266,241,28,1060,33,18,3,13659,11843,6418,38310,24470,14371,48080
lesotho,Maseru,Maseru Urban Council,11,2020,Nov 2020,473734,1032429,49148,40295,150,150,135,130,134,110,427,407,28,1060,34,17,5,10828,29865,17141,54358,31687,25300,48080
lesotho,Maseru,Maseru Urban Council,12,2020,Dec 2020,420208,1016654,50074,23088,150,200,110,190,94,178,641,620,28,1060,35,17,6,11659,70858,57320,26984,19017,14768,48080
lesotho,Maseru,Maseru Rural Council,1,2020,Jan 2020,435021,939245,16068,26639,200,150,178,110,153,98,185,181,28,538,26,38,17,4523,75142,44975,27752,21170,11439,13563
lesotho,Maseru,Maseru Rural Council,2,2020,Feb 2020,316268,655812,18414,59974,150,150,139,121,130,109,228,217,28,538,23,35,16,3625,79258,55215,63185,47429,33558,13563
lesotho,Maseru,Maseru Rural Council,3,2020,Mar 2020,457837,923807,16250,5259,150,200,140,159,113,150,249,240,28,538,27,35,15,3823,60688,44724,7296,4113,2199,13563
lesotho,Maseru,Maseru Rural Council,4,2020,Apr 2020,230776,491866,17248,57113,150,200,129,173,116,164,437,420,28,538,27,38,16,4354,82543,44304,63711,44079,24978,13563
lesotho,Maseru,Maseru Rural Council,5,2020,May 2020,297898,694159,18476,19008,150,100,142,98,131,89,378,329,28,538,28,37,15,3597,47092,36393,26411,14938,8673,13563
lesotho,Maseru,Maseru Rural Council,6,2020,Jun 2020,127081,300323,18330,40611,100,100,78,75,78,66,215,214,28,538,24,38,17,3461,133853,107218,55055,32365,18591,13563
lesotho,Maseru,Maseru Rural Council,7,2020,Jul 2020,179767,448340,16985,13576,200,150,160,129,159,107,183,175,28,538,24,36,15,4574,41465,22189,16377,10620,5629,13563
lesotho,Maseru,Maseru Rural Council,8,2020,Aug 2020,373527,906046,13306,8326,150,150,117,139,112,127,323,281,28,538,27,37,15,4016,89595,65302,10605,6712,4188,13563
lesotho,Maseru,Maseru Rural Council,9,2020,Sep 2020,167723,382740,18003,69573,150,150,131,126,110,125,241,208,28,538,27,37,14,4218,68361,36777,95697,57320,42100,13563
lesotho,Maseru,Maseru Rural Council,10,2020,Oct 2020,449185,1037090,12490,13591,150,200,137,141,127,138,266,241,28,538,28,38,14,2715,135317,108784,16723,11105,8649,13563
lesotho,Maseru,Maseru Rural Council,11,2020,Nov 2020,172118,381433,18032,72350,100,150,96,128,83,123,427,407,28,538,26,36,17,4606,39921,27166,79210,55829,37748,13563
lesotho,Maseru,Maseru Rural Council,12,2020,Dec 2020,437931,1069382,18091,17697,200,100,144,92,134,84,641,620,28,538,26,38,16,3204,119924,77312,22069,13687,9450,13563
lesotho,Maseru,Rural Hinterland,1,2020,Jan 2020,245668,506717,19176,86368,100,150,76,114,72,91,185,181,28,1016,93,25,6,4275,41507,32570,93164,68729,51710,20561
lesotho,Maseru,Rural Hinterland,2,2020,Feb 2020,118681,290550,24846,80525,100,150,83,114,78,99,228,217,28,1016,91,26,8,5009,107548,67901,94072,63900,41026,20561
lesotho,Maseru,Rural Hinterland,3,2020,Mar 2020,403014,936834,25646,25755,200,200,140,169,138,159,249,240,28,1016,94,24,5,6976,169479,116088,28047,21026,10764,20561
lesotho,Maseru,Rural Hinterland,4,2020,Apr 2020,371357,858201,19961,15609,150,100,108,92,91,79,437,420,28,1016,92,26,8,5004,127992,107845,22115,12153,9441,20561
lesotho,Maseru,Rural Hinterland,5,2020,May 2020,192421,409514,25131,31363,200,100,177,91,155,78,378,329,28,1016,94,25,5,6034,145403,118214,39840,24355,18469,20561
lesotho,Maseru,Rural Hinterland,6,2020,Jun 2020,481505,1039496,18816,23783,200,200,172,149,168,137,215,214,28,1016,95,26,7,6173,89458,52742,33447,18771,9840,20561
lesotho,Maseru,Rural Hinterland,7,2020,Jul 2020,490051,1029426,25698,54324,200,100,191,99,173,83,183,175,28,1016,93,23,4,5200,42683,22143,77407,44920,23574,20561
lesotho,Maseru,Rural Hinterland,8,2020,Aug 2020,113613,267491,20067,82488,100,200,74,153,65,144,323,281,28,1016,95,26,8,4730,118551,70256,96532,66975,44878,20561
lesotho,Maseru,Rural Hinterland,9,2020,Sep 2020,260251,570907,25345,30544,100,150,93,141,75,140,241,208,28,1016,91,26,5,4275,45341,35185,35569,23746,17959,20561
