date_YYMMDD,source,production_m3,service_hours,country,
2024/07/01,Mohokare River,20250.00,20.23,Lesotho,
2024/07/02,Metolong Dam,24111.00,21.39,Lesotho,
2024/07/03,Metolong Dam,21671.00,20.16,Lesotho,
2024/07/04,Metolong Dam,22479.00,20.63,Lesotho,
2024/07/05,Metolong Dam,24958.00,21.10,Lesotho,
2024/07/06,Metolong Dam,23077.00,23.98,Lesotho,
2024/07/07,Metolong Dam,20994.00,20.97,Lesotho,
2024/07/08,Metolong Dam,35647.00,21.68,Lesotho,
2024/07/09,Metolong Dam,21424.00,20.02,Lesotho,
2024/07/10,Metolong Dam,23102.00,22.31,Lesotho,
2024/07/11,Mohokare River,21087.00,22.13,Lesotho,
2024/07/12,Mohokare River,20860.00,20.99,Lesotho,
2024/07/13,Mohokare River,22971.00,21.22,Lesotho,
2024/07/14,Metolong Dam,25612.00,21.54,Lesotho,
2024/07/15,Metolong Dam,21776.00,23.86,Lesotho,
2024/07/16,Mohokare River,19580.00,19.59,Lesotho,
2024/07/17,Mohokare River,24488.00,22.06,Lesotho,
2024/07/18,Mohokare River,23384.00,21.19,Lesotho,
2024/07/19,Mohokare River,21537.00,20.47,Lesotho,
2024/07/20,Metolong Dam,20653.00,21.17,Lesotho,
2024/07/21,Metolong Dam,24296.00,23.26,Lesotho,
2024/07/22,Mohokare River,23076.00,21.62,Lesotho,
2024/07/23,Metolong Dam,21069.00,22.78,Lesotho,
2024/07/24,Metolong Dam,21962.00,20.64,Lesotho,
2024/07/25,Mohokare River,19577.00,19.75,Lesotho,
2024/07/26,Metolong Dam,22649.00,21.27,Lesotho,
2024/07/27,Metolong Dam,22618.00,22.17,Lesotho,
2024/07/28,Metolong Dam,21152.00,20.69,Lesotho,
2024/07/29,Metolong Dam,21953.00,21.64,Lesotho,
2024/07/30,Mohokare River,19161.00,19.02,Lesotho,
2024/07/31,Mohokare River,22813.00,23.51,Lesotho,
2024/08/01,Metolong Dam,18896.00,18.93,Lesotho,
2024/08/02,Metolong Dam,24786.00,22.12,Lesotho,
2024/08/03,Metolong Dam,25838.00,23.33,Lesotho,
2024/08/04,Metolong Dam,23335.00,21.81,Lesotho,
2024/08/05,Mohokare River,22113.00,20.08,Lesotho,
2024/08/06,Mohokare River,23409.00,23.30,Lesotho,
2024/08/07,Mohokare River,20927.00,22.71,Lesotho,
2024/08/08,Metolong Dam,19279.00,20.52,Lesotho,
2024/08/09,Mohokare River,24906.00,22.43,Lesotho,
2024/08/10,Metolong Dam,21708.00,21.83,Lesotho,
2024/08/11,Mohokare River,23839.00,23.54,Lesotho,
2024/08/12,Metolong Dam,19649.00,21.94,Lesotho,
2024/08/13,Mohokare River,24665.00,23.46,Lesotho,
2024/08/14,Mohokare River,16543.00,21.12,Lesotho,
2024/08/15,Metolong Dam,22080.00,21.19,Lesotho,
2024/08/16,Mohokare River,20241.00,22.33,Lesotho,
2024/08/17,Mohokare River,22088.00,20.92,Lesotho,
2024/08/18,Mohokare River,25068.00,20.22,Lesotho,
2024/08/19,Mohokare River,21706.00,21.44,Lesotho,
2024/08/20,Metolong Dam,22138.00,20.28,Lesotho,
2024/08/21,Mohokare River,17635.00,20.80,Lesotho,
2024/08/22,Mohokare River,20767.00,10.89,Lesotho,
2024/08/23,Mohokare River,24862.00,23.89,Lesotho,
2024/08/24,Mohokare River,20977.00,21.99,Lesotho,
2024/08/25,Metolong Dam,22199.00,21.93,Lesotho,
2024/08/26,Metolong Dam,22472.00,23.50,Lesotho,
2024/08/27,Metolong Dam,23206.00,22.50,Lesotho,
2024/08/28,Metolong Dam,22912.00,23.64,Lesotho,
2024/08/29,Mohokare River,24615.00,21.84,Lesotho,
2024/08/30,Metolong Dam,19487.00,21.34,Lesotho,
2024/08/31,Mohokare River,20391.00,21.15,Lesotho,
2024/09/01,Metolong Dam,21032.00,21.22,Lesotho,
2024/09/02,Metolong Dam,19638.00,19.38,Lesotho,
2024/09/03,Mohokare River,19618.00,21.57,Lesotho,
2024/09/04,Mohokare River,23658.00,23.79,Lesotho,
2024/09/05,Metolong Dam,25184.00,22.17,Lesotho,
2024/09/06,Mohokare River,22146.00,21.42,Lesotho,
2024/09/07,Metolong Dam,23695.00,22.31,Lesotho,
2024/09/08,Mohokare River,21670.00,23.64,Lesotho,
2024/09/09,Mohokare River,21702.00,21.02,Lesotho,
2024/09/10,Metolong Dam,36669.00,23.13,Lesotho,
2024/09/11,Metolong Dam,25332.00,22.63,Lesotho,
2024/09/12,Metolong Dam,19977.00,19.83,Lesotho,
2024/09/13,Mohokare River,22278.00,22.35,Lesotho,
2024/09/14,Metolong Dam,25095.00,22.81,Lesotho,
2024/09/15,Metolong Dam,20490.00,23.52,Lesotho,
2024/09/16,Mohokare River,19407.00,18.89,Lesotho,
2024/09/17,Mohokare River,19644.00,9.76,Lesotho,
2024/09/18,Metolong Dam,22931.00,23.78,Lesotho,
2024/09/19,Mohokare River,24401.00,22.37,Lesotho,
2024/09/20,Mohokare River,18720.00,20.77,Lesotho,
2024/09/21,Metolong Dam,24676.00,22.83,Lesotho,
2024/09/22,Mohokare River,25760.00,22.13,Lesotho,
2024/09/23,Mohokare River,25755.00,20.79,Lesotho,
2024/09/24,Mohokare River,20078.00,18.53,Lesotho,
2024/09/25,Metolong Dam,22410.00,20.17,Lesotho,
2024/09/26,Mohokare River,22644.00,21.02,Lesotho,
2024/09/27,Metolong Dam,23005.00,23.65,Lesotho,
2024/09/28,Mohokare River,23858.00,20.41,Lesotho,
2024/09/29,Metolong Dam,21675.00,22.25,Lesotho,
2024/09/30,Metolong Dam,20858.00,21.23,Lesotho,
2024/10/01,Mohokare River,20617.00,23.72,Lesotho,
2024/10/02,Mohokare River,21536.00,23.48,Lesotho,
2024/10/03,Mohokare River,23831.00,20.98,Lesotho,
2024/10/04,Metolong Dam,23052.00,23.45,Lesotho,
2024/10/05,Mohokare River,24555.00,22.50,Lesotho,
2024/10/06,Metolong Dam,22381.00,22.94,Lesotho,
2024/10/07,Mohokare River,22014.00,23.81,Lesotho,
2024/10/08,Metolong Dam,22399.00,21.59,Lesotho,
2024/10/09,Metolong Dam,20097.00,20.10,Lesotho,
2024/10/10,Mohokare River,22998.00,21.89,Lesotho,
2024/10/11,Mohokare River,20502.00,20.14,Lesotho,
2024/10/12,Metolong Dam,21361.00,22.81,Lesotho,
2024/10/13,Metolong Dam,21092.00,22.67,Lesotho,
2024/10/14,Metolong Dam,25111.00,21.44,Lesotho,
2024/10/15,Metolong Dam,24194.00,22.48,Lesotho,
2024/10/16,Mohokare River,21258.00,23.81,Lesotho,
2024/10/17,Mohokare River,18100.00,18.46,Lesotho,
2024/10/18,Metolong Dam,22306.00,23.25,Lesotho,
2024/10/19,Metolong Dam,22142.00,20.51,Lesotho,
2024/10/20,Metolong Dam,24951.00,22.19,Lesotho,
2024/10/21,Mohokare River,22057.00,20.25,Lesotho,
2024/10/22,Mohokare River,25500.00,20.64,Lesotho,
2024/10/23,Mohokare River,20262.00,20.48,Lesotho,
2024/10/24,Metolong Dam,20315.00,22.60,Lesotho,
2024/10/25,Metolong Dam,21543.00,20.86,Lesotho,
2024/10/26,Metolong Dam,22741.00,23.31,Lesotho,
2024/10/27,Metolong Dam,15039.00,18.51,Lesotho,
2024/10/28,Metolong Dam,24509.00,20.56,Lesotho,
2024/10/29,Metolong Dam,18392.00,18.99,Lesotho,
2024/10/30,Mohokare River,20950.00,21.82,Lesotho,
2024/10/31,Metolong Dam,22417.00,21.89,Lesotho,
2024/11/01,Mohokare River,23643.00,21.24,Lesotho,
2024/11/02,Metolong Dam,22814.00,20.98,Lesotho,
2024/11/03,Mohokare River,23929.00,21.65,Lesotho,
2024/11/04,Metolong Dam,23153.00,20.49,Lesotho,
2024/11/05,Metolong Dam,20890.00,23.02,Lesotho,
2024/11/06,Metolong Dam,23492.00,20.92,Lesotho,
2024/11/07,Mohokare River,23357.00,22.12,Lesotho,
2024/11/08,Mohokare River,23852.00,20.71,Lesotho,
2024/11/09,Metolong Dam,22777.00,23.85,Lesotho,
2024/11/10,Metolong Dam,24436.00,22.18,Lesotho,
2024/11/11,Metolong Dam,21955.00,20.61,Lesotho,
2024/11/12,Metolong Dam,21068.00,23.39,Lesotho,
2024/11/13,Mohokare River,20946.00,23.74,Lesotho,
2024/11/14,Mohokare River,19251.00,19.67,Lesotho,
2024/11/15,Metolong Dam,24226.00,23.20,Lesotho,
2024/11/16,Metolong Dam,23729.00,22.75,Lesotho,
2024/11/17,Metolong Dam,27224.00,22.12,Lesotho,
2024/11/18,Metolong Dam,23792.00,20.21,Lesotho,
2024/11/19,Mohokare River,22365.00,21.41,Lesotho,
2024/11/20,Metolong Dam,21917.00,23.76,Lesotho,
2024/11/21,Metolong Dam,19666.00,22.75,Lesotho,
2024/11/22,Mohokare River,22160.00,20.24,Lesotho,
2024/11/23,Mohokare River,19581.00,21.32,Lesotho,
2024/11/24,Mohokare River,20994.00,22.65,Lesotho,
2024/11/25,Mohokare River,16230.00,19.74,Lesotho,
2024/11/26,Metolong Dam,23069.00,23.88,Lesotho,
2024/11/27,Mohokare River,21479.00,21.26,Lesotho,
2024/11/28,Mohokare River,21816.00,22.78,Lesotho,
2024/11/29,Mohokare River,22694.00,21.65,Lesotho,
2024/11/30,Metolong Dam,24044.00,20.52,Lesotho,
2024/12/01,Mohokare River,20653.00,23.49,Lesotho,
2024/12/02,Mohokare River,20653.00,20.09,Lesotho,
2024/12/03,Metolong Dam,22979.00,22.12,Lesotho,
2024/12/04,Metolong Dam,24016.00,20.06,Lesotho,
2024/12/05,Metolong Dam,19547.00,19.20,Lesotho,
2024/12/06,Metolong Dam,24859.00,23.72,Lesotho,
2024/12/07,Mohokare River,21002.00,20.90,Lesotho,
2024/12/08,Mohokare River,21944.00,20.30,Lesotho,
2024/12/09,Metolong Dam,22073.00,21.45,Lesotho,
2024/12/10,Metolong Dam,17847.00,21.89,Lesotho,
2024/12/11,Metolong Dam,25057.00,23.47,Lesotho,
2024/12/12,Metolong Dam,22878.00,23.99,Lesotho,
2024/12/13,Metolong Dam,18928.00,18.70,Lesotho,
2024/12/14,Metolong Dam,21580.00,23.16,Lesotho,
2024/12/15,Mohokare River,24173.00,22.53,Lesotho,
2024/12/16,Metolong Dam,22973.00,22.60,Lesotho,
2024/12/17,Mohokare River,23563.00,21.82,Lesotho,
2024/12/18,Metolong Dam,21436.00,20.40,Lesotho,
2024/12/19,Mohokare River,22846.00,23.04,Lesotho,
2024/12/20,Metolong Dam,27128.00,23.22,Lesotho,
2024/12/21,Mohokare River,23249.00,22.47,Lesotho,
2024/12/22,Mohokare River,31493.00,22.13,Lesotho,
2024/12/23,Metolong Dam,21815.00,21.09,Lesotho,
2024/12/24,Metolong Dam,26162.00,21.55,Lesotho,
2024/12/25,Metolong Dam,19414.00,20.67,Lesotho,
2024/12/26,Metolong Dam,21128.00,23.70,Lesotho,
2024/12/27,Metolong Dam,19426.00,21.16,Lesotho,
2024/12/28,Mohokare River,22303.00,20.81,Lesotho,
2024/12/29,Mohokare River,20670.00,23.85,Lesotho,
2024/12/30,Metolong Dam,17163.00,18.88,Lesotho,
2024/12/31,Mohokare River,21709.00,20.71,Lesotho,
2020/01/01,Dwangwa river,19615.00,18.83,Malawi,
2020/01/02,Lilongwe river,21918.00,23.73,Malawi,
2020/01/03,Dwangwa river,23238.00,23.31,Malawi,
2020/01/04,Dwangwa river,21496.00,21.87,Malawi,
2020/01/05,Lilongwe river,21727.00,22.61,Malawi,
2020/01/06,Lilongwe river,20892.00,23.90,Malawi,
2020/01/07,Dwangwa river,25418.00,22.72,Malawi,
2020/01/08,Lilongwe river,21715.00,22.16,Malawi,
2020/01/09,Lilongwe river,24606.00,22.90,Malawi,
2020/01/10,Dwangwa river,23074.00,20.19,Malawi,
2020/01/11,Lilongwe river,21167.00,21.06,Malawi,
2020/01/12,Dwangwa river,20669.00,21.83,Malawi,
2020/01/13,Lilongwe river,22984.00,23.96,Malawi,
2020/01/14,Lilongwe river,20990.00,23.59,Malawi,
2020/01/15,Dwangwa river,22531.00,22.81,Malawi,
2020/01/16,Dwangwa river,24356.00,22.11,Malawi,
2020/01/17,Lilongwe river,23288.00,22.60,Malawi,
2020/01/18,Lilongwe river,26865.00,23.76,Malawi,
2020/01/19,Dwangwa river,22721.00,20.56,Malawi,
2020/01/20,Lilongwe river,20787.00,21.77,Malawi,
2020/01/21,Lilongwe river,23106.00,22.41,Malawi,
2020/01/22,Dwangwa river,20796.00,23.45,Malawi,
2020/01/23,Dwangwa river,21997.00,23.75,Malawi,
2020/01/24,Lilongwe river,21157.00,20.24,Malawi,
2020/01/25,Lilongwe river,19359.00,19.31,Malawi,
2020/01/26,Lilongwe river,22477.00,21.61,Malawi,
2020/01/27,Lilongwe river,23326.00,20.27,Malawi,
2020/01/28,Dwangwa river,22208.00,21.19,Malawi,
2020/01/29,Dwangwa river,23901.00,23.19,Malawi,
2020/01/30,Dwangwa river,23351.00,22.29,Malawi,
2020/01/31,Dwangwa river,25564.00,20.71,Malawi,
2020/02/01,Lilongwe river,20783.00,21.71,Malawi,
2020/02/02,Dwangwa river,27009.00,22.80,Malawi,
2020/02/03,Lilongwe river,22333.00,21.48,Malawi,
2020/02/04,Lilongwe river,25090.00,22.35,Malawi,
2020/02/05,Dwangwa river,22465.00,20.75,Malawi,
2020/02/06,Dwangwa river,23191.00,23.83,Malawi,
2020/02/07,Dwangwa river,23278.00,22.94,Malawi,
2020/02/08,Lilongwe river,22568.00,23.44,Malawi,
2020/02/09,Dwangwa river,16245.00,21.43,Malawi,
2020/02/10,Dwangwa river,20342.00,22.16,Malawi,
2020/02/11,Lilongwe river,20364.00,21.51,Malawi,
2020/02/12,Lilongwe river,23261.00,22.12,Malawi,
2020/02/13,Lilongwe river,20014.00,21.38,Malawi,
2020/02/14,Dwangwa river,23977.00,23.94,Malawi,
2020/02/15,Lilongwe river,21381.00,20.63,Malawi,
2020/02/16,Dwangwa river,21907.00,22.45,Malawi,
2020/02/17,Lilongwe river,25688.00,20.64,Malawi,
2020/02/18,Dwangwa river,21618.00,20.93,Malawi,
2020/02/19,Lilongwe river,21992.00,20.58,Malawi,
2020/02/20,Lilongwe river,23058.00,21.73,Malawi,
2020/02/21,Lilongwe river,27527.00,20.74,Malawi,
2020/02/22,Lilongwe river,23090.00,22.24,Malawi,
2020/02/23,Lilongwe river,19906.00,19.24,Malawi,
2020/02/24,Dwangwa river,20374.00,20.17,Malawi,
2020/02/25,Dwangwa river,19078.00,20.59,Malawi,
2020/02/26,Dwangwa river,25520.00,20.84,Malawi,
2020/02/27,Lilongwe river,20525.00,21.81,Malawi,
2020/02/28,Dwangwa river,27267.00,21.74,Malawi,
2020/02/29,Lilongwe river,24051.00,21.95,Malawi,
2020/03/01,Dwangwa river,22457.00,21.09,Malawi,
2020/03/02,Dwangwa river,24243.00,22.35,Malawi,
2020/03/03,Lilongwe river,21487.00,23.87,Malawi,
2020/03/04,Lilongwe river,20005.00,22.68,Malawi,
2020/03/05,Dwangwa river,22942.00,20.41,Malawi,
2020/03/06,Lilongwe river,23372.00,20.89,Malawi,
2020/03/07,Lilongwe river,22529.00,20.62,Malawi,
2020/03/08,Dwangwa river,22012.00,21.57,Malawi,
2020/03/09,Dwangwa river,23490.00,21.17,Malawi,
2020/03/10,Lilongwe river,22553.00,15.52,Malawi,
2020/03/11,Dwangwa river,20600.00,23.02,Malawi,
2020/03/12,Lilongwe river,22991.00,23.30,Malawi,
2020/03/13,Lilongwe river,21779.00,23.83,Malawi,
2020/03/14,Dwangwa river,25168.00,20.64,Malawi,
2020/03/15,Lilongwe river,20358.00,23.23,Malawi,
2020/03/16,Dwangwa river,19733.00,21.20,Malawi,
2020/03/17,Lilongwe river,23790.00,23.77,Malawi,
2020/03/18,Dwangwa river,22063.00,23.08,Malawi,
2020/03/19,Dwangwa river,22206.00,21.11,Malawi,
2020/03/20,Lilongwe river,24805.00,23.37,Malawi,
2020/03/21,Dwangwa river,22741.00,21.45,Malawi,
2020/03/22,Lilongwe river,21535.00,20.34,Malawi,
2020/03/23,Dwangwa river,23741.00,21.57,Malawi,
2020/03/24,Dwangwa river,20361.00,17.78,Malawi,
2020/03/25,Lilongwe river,20493.00,21.89,Malawi,
2020/03/26,Lilongwe river,24062.00,20.09,Malawi,
2020/03/27,Lilongwe river,21016.00,20.75,Malawi,
2020/03/28,Lilongwe river,23692.00,22.41,Malawi,
2020/03/29,Dwangwa river,23488.00,21.39,Malawi,
2020/03/30,Lilongwe river,23711.00,21.11,Malawi,
2020/03/31,Lilongwe river,27421.00,23.43,Malawi,
2020/04/01,Lilongwe river,21042.00,22.13,Malawi,
2020/04/02,Dwangwa river,19552.00,20.53,Malawi,
2020/04/03,Lilongwe river,25131.00,20.94,Malawi,
2020/04/04,Dwangwa river,20045.00,22.46,Malawi,
2020/04/05,Dwangwa river,38733.00,21.55,Malawi,
2020/04/06,Dwangwa river,24765.00,23.97,Malawi,
2020/04/07,Dwangwa river,20532.00,21.55,Malawi,
2020/04/08,Lilongwe river,29235.00,20.51,Malawi,
2020/04/09,Dwangwa river,21881.00,20.04,Malawi,
2020/04/10,Dwangwa river,22054.00,22.36,Malawi,
2020/04/11,Lilongwe river,17470.00,19.45,Malawi,
2020/04/12,Dwangwa river,20900.00,22.54,Malawi,
2020/04/13,Lilongwe river,20814.00,21.70,Malawi,
2020/04/14,Lilongwe river,20382.00,22.72,Malawi,
2020/04/15,Lilongwe river,20911.00,22.98,Malawi,
2020/04/16,Dwangwa river,22719.00,22.56,Malawi,
2020/04/17,Dwangwa river,21347.00,21.18,Malawi,
2020/04/18,Dwangwa river,24496.00,23.40,Malawi,
2020/04/19,Lilongwe river,22115.00,23.17,Malawi,
2020/04/20,Dwangwa river,19183.00,20.16,Malawi,
2020/04/21,Dwangwa river,20911.00,22.69,Malawi,
2020/04/22,Dwangwa river,20949.00,20.42,Malawi,
2020/04/23,Dwangwa river,24076.00,23.35,Malawi,
2020/04/24,Lilongwe river,19353.00,19.24,Malawi,
2020/04/25,Dwangwa river,21244.00,23.89,Malawi,
2020/04/26,Dwangwa river,22999.00,23.23,Malawi,
2020/04/27,Lilongwe river,25355.00,20.27,Malawi,
2020/04/28,Dwangwa river,21258.00,21.15,Malawi,
2020/04/29,Lilongwe river,21565.00,20.56,Malawi,
2020/04/30,Lilongwe river,21969.00,22.26,Malawi,
2020/05/01,Lilongwe river,21391.00,21.46,Malawi,
2020/05/02,Dwangwa river,22831.00,20.06,Malawi,
2020/05/03,Dwangwa river,22079.00,21.18,Malawi,
2020/05/04,Dwangwa river,23505.00,20.55,Malawi,
2020/05/05,Lilongwe river,22423.00,23.76,Malawi,
2020/05/06,Lilongwe river,24251.00,21.97,Malawi,
2020/05/07,Dwangwa river,24371.00,21.19,Malawi,
2020/05/08,Lilongwe river,23441.00,23.80,Malawi,
2020/05/09,Dwangwa river,22861.00,20.23,Malawi,
2020/05/10,Dwangwa river,22852.00,22.84,Malawi,
2020/05/11,Dwangwa river,25094.00,22.39,Malawi,
2020/05/12,Lilongwe river,18662.00,17.83,Malawi,
2020/05/13,Dwangwa river,24688.00,21.36,Malawi,
2020/05/14,Dwangwa river,22389.00,23.82,Malawi,
2020/05/15,Dwangwa river,25820.00,21.23,Malawi,
2020/05/16,Lilongwe river,25023.00,22.23,Malawi,
2020/05/17,Lilongwe river,22773.00,21.39,Malawi,
2020/05/18,Lilongwe river,21277.00,21.31,Malawi,
2020/05/19,Dwangwa river,23296.00,23.06,Malawi,
2020/05/20,Dwangwa river,20580.00,24.00,Malawi,
2020/05/21,Lilongwe river,22079.00,21.00,Malawi,
2020/05/22,Lilongwe river,22507.00,21.06,Malawi,
2020/05/23,Dwangwa river,23462.00,20.46,Malawi,
2020/05/24,Lilongwe river,22647.00,20.61,Malawi,
2020/05/25,Lilongwe river,17493.00,17.90,Malawi,
2020/05/26,Dwangwa river,20967.00,22.04,Malawi,
2020/05/27,Dwangwa river,23828.00,23.11,Malawi,
2020/05/28,Dwangwa river,25067.00,22.81,Malawi,
2020/05/29,Lilongwe river,17573.00,18.81,Malawi,
2020/05/30,Lilongwe river,21661.00,23.48,Malawi,
2020/05/31,Lilongwe river,23095.00,20.27,Malawi,
2020/06/01,Lilongwe river,21240.00,23.80,Malawi,
2020/06/02,Lilongwe river,26017.00,20.06,Malawi,
2020/06/03,Dwangwa river,21124.00,21.96,Malawi,
2020/06/04,Lilongwe river,23020.00,21.23,Malawi,
2020/06/05,Dwangwa river,20449.00,22.87,Malawi,
2020/06/06,Lilongwe river,20627.00,22.70,Malawi,
2020/06/07,Lilongwe river,24277.00,21.58,Malawi,
2020/06/08,Dwangwa river,22528.00,21.75,Malawi,
2020/06/09,Dwangwa river,19522.00,19.96,Malawi,
2020/06/10,Dwangwa river,23914.00,22.89,Malawi,
2020/06/11,Dwangwa river,23528.00,17.52,Malawi,
2020/06/12,Lilongwe river,24530.00,20.90,Malawi,
2020/06/13,Dwangwa river,25654.00,23.38,Malawi,
2020/06/14,Lilongwe river,22614.00,20.18,Malawi,
2020/06/15,Lilongwe river,26663.00,22.37,Malawi,
2020/06/16,Lilongwe river,22378.00,22.14,Malawi,
2020/06/17,Dwangwa river,20377.00,22.67,Malawi,
2020/06/18,Dwangwa river,21199.00,20.42,Malawi,
2020/06/19,Lilongwe river,15829.00,21.09,Malawi,
2020/06/20,Dwangwa river,19055.00,20.39,Malawi,
2020/06/21,Dwangwa river,23498.00,22.51,Malawi,
2020/06/22,Dwangwa river,21900.00,23.35,Malawi,
2020/06/23,Dwangwa river,20806.00,23.16,Malawi,
2020/06/24,Lilongwe river,23356.00,20.48,Malawi,
2020/06/25,Lilongwe river,24724.00,22.02,Malawi,
2020/06/26,Dwangwa river,22394.00,20.43,Malawi,
2020/06/27,Lilongwe river,24037.00,21.68,Malawi,
2020/06/28,Dwangwa river,21715.00,20.28,Malawi,
2020/06/29,Dwangwa river,23185.00,23.94,Malawi,
2020/06/30,Lilongwe river,22280.00,22.21,Malawi,
2020/07/01,Lilongwe river,23570.00,23.84,Malawi,
2020/07/02,Lilongwe river,17722.00,22.03,Malawi,
2020/07/03,Lilongwe river,23203.00,23.52,Malawi,
2020/07/04,Lilongwe river,24384.00,13.06,Malawi,
2020/07/05,Lilongwe river,21388.00,23.03,Malawi,
2020/07/06,Lilongwe river,38010.00,21.56,Malawi,
2020/07/07,Dwangwa river,22031.00,20.39,Malawi,
2020/07/08,Lilongwe river,33125.00,20.68,Malawi,
2020/07/09,Dwangwa river,19808.00,20.07,Malawi,
2020/07/10,Lilongwe river,23277.00,21.61,Malawi,
2020/07/11,Dwangwa river,22586.00,21.61,Malawi,
2020/07/12,Lilongwe river,20363.00,23.22,Malawi,
2020/07/13,Dwangwa river,22431.00,21.89,Malawi,
2020/07/14,Lilongwe river,25476.00,22.68,Malawi,
2020/07/15,Lilongwe river,22612.00,21.82,Malawi,
2020/07/16,Lilongwe river,21642.00,20.94,Malawi,
2020/07/17,Lilongwe river,22243.00,21.90,Malawi,
2020/07/18,Dwangwa river,22978.00,20.36,Malawi,
2020/07/19,Lilongwe river,24199.00,21.69,Malawi,
2020/07/20,Dwangwa river,22028.00,20.58,Malawi,
2020/07/21,Lilongwe river,19882.00,21.95,Malawi,
2020/07/22,Dwangwa river,20554.00,22.96,Malawi,
2020/07/23,Lilongwe river,26951.00,21.75,Malawi,
2020/07/24,Dwangwa river,23238.00,21.43,Malawi,
2020/07/25,Dwangwa river,23268.00,23.41,Malawi,
2020/07/26,Dwangwa river,20203.00,21.27,Malawi,
2020/07/27,Dwangwa river,21684.00,21.01,Malawi,
2020/07/28,Lilongwe river,24480.00,23.20,Malawi,
2020/07/29,Lilongwe river,22536.00,22.87,Malawi,
2020/07/30,Dwangwa river,20399.00,21.95,Malawi,
2020/07/31,Dwangwa river,22864.00,15.14,Malawi,
2020/08/01,Dwangwa river,24602.00,23.20,Malawi,
2020/08/02,Lilongwe river,21515.00,23.40,Malawi,
2020/08/03,Lilongwe river,25538.00,22.55,Malawi,
2020/08/04,Dwangwa river,19683.00,22.92,Malawi,
2020/08/05,Dwangwa river,24876.00,22.14,Malawi,
2020/08/06,Dwangwa river,22895.00,22.15,Malawi,
2020/08/07,Lilongwe river,20647.00,23.54,Malawi,
2020/08/08,Lilongwe river,26613.00,20.58,Malawi,
2020/08/09,Dwangwa river,22661.00,22.46,Malawi,
2020/08/10,Dwangwa river,20022.00,20.37,Malawi,
2020/08/11,Dwangwa river,23173.00,22.60,Malawi,
2020/08/12,Dwangwa river,25880.00,22.30,Malawi,
2020/08/13,Dwangwa river,20639.00,20.72,Malawi,
2020/08/14,Dwangwa river,25471.00,22.17,Malawi,
2020/08/15,Dwangwa river,19061.00,20.06,Malawi,
2020/08/16,Dwangwa river,22452.00,23.40,Malawi,
2020/08/17,Dwangwa river,15566.00,11.83,Malawi,
2020/08/18,Dwangwa river,23910.00,20.48,Malawi,
2020/08/19,Dwangwa river,22408.00,23.40,Malawi,
2020/08/20,Lilongwe river,24707.00,20.67,Malawi,
2020/08/21,Dwangwa river,22308.00,20.57,Malawi,
2020/08/22,Lilongwe river,22404.00,21.09,Malawi,
2020/08/23,Dwangwa river,22944.00,22.62,Malawi,
2020/08/24,Dwangwa river,22060.00,21.93,Malawi,
2020/08/25,Dwangwa river,20870.00,22.98,Malawi,
2020/08/26,Lilongwe river,20395.00,20.13,Malawi,
2020/08/27,Dwangwa river,19980.00,20.69,Malawi,
2020/08/28,Dwangwa river,23380.00,20.80,Malawi,
2020/08/29,Lilongwe river,19312.00,8.69,Malawi,
2020/08/30,Dwangwa river,21471.00,21.35,Malawi,
2020/08/31,Lilongwe river,22863.00,21.26,Malawi,
2020/09/01,Dwangwa river,25162.00,20.49,Malawi,
2020/09/02,Lilongwe river,24882.00,23.47,Malawi,
2020/09/03,Lilongwe river,23521.00,18.74,Malawi,
2020/09/04,Dwangwa river,22332.00,22.32,Malawi,
2020/09/05,Lilongwe river,23814.00,21.27,Malawi,
2020/09/06,Lilongwe river,20889.00,22.30,Malawi,
2020/09/07,Dwangwa river,23007.00,23.07,Malawi,
2020/09/08,Dwangwa river,18779.00,20.50,Malawi,
2020/09/09,Lilongwe river,24316.00,20.65,Malawi,
2020/09/10,Lilongwe river,17616.00,19.42,Malawi,
2020/09/11,Lilongwe river,21560.00,21.71,Malawi,
2020/09/12,Dwangwa river,22732.00,23.04,Malawi,
2020/09/13,Lilongwe river,19943.00,20.10,Malawi,
2020/09/14,Lilongwe river,23076.00,22.24,Malawi,
2020/09/15,Dwangwa river,18972.00,20.21,Malawi,
2020/09/16,Lilongwe river,23981.00,23.95,Malawi,
2020/09/17,Lilongwe river,21360.00,21.37,Malawi,
2020/09/18,Dwangwa river,24195.00,21.52,Malawi,
2020/09/19,Dwangwa river,22529.00,23.47,Malawi,
2020/09/20,Lilongwe river,24510.00,23.50,Malawi,
2020/09/21,Dwangwa river,26711.00,20.66,Malawi,
2020/09/22,Dwangwa river,22533.00,21.41,Malawi,
2020/09/23,Dwangwa river,16755.00,20.84,Malawi,
2020/09/24,Dwangwa river,24317.00,20.51,Malawi,
2020/09/25,Lilongwe river,33343.00,22.14,Malawi,
2020/09/26,Lilongwe river,20811.00,20.06,Malawi,
2020/09/27,Dwangwa river,22359.00,23.58,Malawi,
2020/09/28,Dwangwa river,22081.00,23.50,Malawi,
2020/09/29,Dwangwa river,23301.00,20.50,Malawi,
2020/09/30,Dwangwa river,23386.00,23.04,Malawi,
2020/10/01,Dwangwa river,25145.00,23.23,Malawi,
2020/10/02,Lilongwe river,24374.00,21.47,Malawi,
2020/10/03,Dwangwa river,21289.00,21.33,Malawi,
2020/10/04,Lilongwe river,24148.00,22.63,Malawi,
